File Name;Size;Permission;Type;UID;Owner;Group;Last Access;Last Modif;Last Status
z://Arquivos de programas/Websecurify/xulrunner/AccessibleMarshal.dll;12288;;{86947580-0097-D1F9-1736-9E45-9E451736};-1;-1; 18:12:38 09/11/2009; 17:29:30 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/freebl3.dll;249856;;{4F47BE94-C36F-32AB-EC35-38A0-38A0EC35};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/IA2Marshal.dll;24576;;{877EB4EF-1A86-EA56-B7AE-8346-8346B7AE};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/javaxpcomglue.dll;13824;;{6B50435D-0DA8-358F-43A1-F332-F33243A1};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/js3250.dll;808960;;{00D98D83-3448-73B6-9104-D295-D2959104};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/mozcrt19.dll;716800;;{EE652B56-F5B6-AC66-83EB-0E37-0E3783EB};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/mozctl.dll;220672;;{5391DB9C-D94D-CDA0-E586-7E5B-7E5BE586};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/mozctlx.dll;11264;;{3C51AB06-BA85-657F-0F62-2D47-2D470F62};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/nspr4.dll;163840;;{47787ACF-88CF-CBE1-D5C8-FC77-FC77D5C8};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/nss3.dll;630784;;{C9C3DB4C-38F7-3333-0974-526C-526C0974};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/nssckbi.dll;311296;;{ABB4B276-565E-F186-C430-E5C3-E5C3C430};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/nssdbm3.dll;98304;;{1F5CA73B-1B2A-3CE9-F209-936E-936EF209};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/nssutil3.dll;81920;;{33E96542-078A-834A-C96D-BB96-BB96C96D};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/plc4.dll;14848;;{15AE8E4A-83AB-13F2-B3E4-399B-399BB3E4};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/plds4.dll;11776;;{9394B3A6-11CA-39EC-848C-E5A1-E5A1848C};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:26 27/10/2009
z://Arquivos de programas/Websecurify/xulrunner/plugins/npnul32.dll;59904;;{32E3F094-B183-57F4-D3E1-05C1-05C1D3E1};-1;-1; 18:12:38 09/11/2009; 17:29:34 16/10/2009; 15:27:27 27/10/2009
